0	0	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
1	9	1
1	10	1
1	11	1
1	12	1
1	13	1
1	15	1
3	19	1
3	23	1
3	25	1
3	26	1
3	31	1
3	33	1
4	20	1
4	27	1
4	28	1
4	29	1
4	35	1
4	37	1
5	21	1
5	22	1
5	24	1
5	30	1
5	32	1
5	34	1
5	36	1
6	43	1
6	45	1
7	47	1
7	52	1
8	48	1
8	49	1
9	61	1
9	70	1
11	79	1
11	80	1
13	88	1
13	89	1
14	90	1
14	91	1
15	93	1
15	100	1
15	106	1
15	109	1
15	111	1
15	113	1
15	121	1
16	94	1
16	95	1
16	96	1
16	97	1
16	98	1
16	99	1
16	102	1
16	103	1
16	104	1
16	105	1
16	107	1
16	110	1
16	112	1
16	114	1
16	115	1
16	116	1
16	117	1
16	118	1
16	119	1
16	120	1
17	101	1
17	108	1
18	125	1
18	126	1
18	128	1
19	133	1
19	134	1
19	135	1
21	139	1
21	141	1
22	142	1
22	143	1
23	144	1
23	145	1
23	146	1
23	147	1
23	148	1
23	149	1
23	150	1
24	164	1
24	165	1
24	166	1
24	167	1
24	168	1
24	169	1
24	170	1
24	171	1
24	172	1
25	175	1
25	176	1
27	179	1
27	180	1
27	181	1
29	187	1
29	188	1
29	189	1
29	190	1
30	192	1
30	195	1
30	196	1
30	197	1
30	198	1
30	199	1
30	200	1
30	201	1
30	202	1
30	203	1
31	206	1
31	211	1
32	208	1
32	210	1
33	213	1
33	217	1
33	218	1
33	220	1
35	241	1
35	242	1
35	243	1
35	244	1
35	245	1
35	247	1
35	248	1
35	249	1
36	255	1
36	256	1
37	257	1
37	258	1
38	263	1
38	264	1
38	265	1
38	266	1
38	267	1
38	268	1
38	269	1
39	271	1
39	273	1
40	278	1
40	279	1
40	280	1
40	281	1
40	282	1
40	283	1
40	284	1
40	285	1
40	286	1
40	287	1
40	288	1
40	289	1
40	290	1
40	291	1
40	292	1
41	295	1
41	296	1
41	297	1
42	298	1
42	299	1
