0	0	1
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	1
2	17	1
2	18	1
2	19	1
3	20	1
3	21	1
3	22	1
3	24	1
3	26	1
3	27	1
3	28	1
4	23	1
4	25	1
5	29	1
5	30	1
5	31	1
5	32	1
5	33	1
5	34	1
6	35	1
6	36	1
6	37	1
6	38	1
7	39	1
7	40	1
7	41	1
7	42	1
7	43	1
8	44	1
8	45	1
8	46	1
9	47	1
9	48	1
10	49	1
10	52	1
10	53	1
11	50	1
11	51	1
12	54	1
12	55	1
12	56	1
12	57	1
12	58	1
12	59	1
12	60	1
13	61	1
13	62	1
13	63	1
13	64	1
13	65	1
13	66	1
13	67	1
13	68	1
14	69	1
14	70	1
14	71	1
14	72	1
14	73	1
14	74	1
14	75	1
15	76	1
15	77	1
15	78	1
15	79	1
16	80	1
16	81	1
16	82	1
16	83	1
16	84	1
20	97	1
20	98	1
20	99	1
20	100	1
20	101	1
20	102	1
20	103	1
20	104	1
20	105	1
20	106	1
21	107	1
21	108	1
21	109	1
22	110	1
22	111	1
22	112	1
22	113	1
22	114	1
23	115	1
23	116	1
23	117	1
23	118	1
25	121	1
25	122	1
25	123	1
25	124	1
25	125	1
27	134	1
27	135	1
27	136	1
27	137	1
27	138	1
27	139	1
28	140	1
28	141	1
28	142	1
28	143	1
28	144	1
28	145	1
28	146	1
28	147	1
28	148	1
29	149	1
29	150	1
29	151	1
30	152	1
30	153	1
30	154	1
30	155	1
31	156	1
31	157	1
31	158	1
31	159	1
31	160	1
31	161	1
32	162	1
32	163	1
32	164	1
33	165	1
33	166	1
33	167	1
34	168	1
34	169	1
34	170	1
35	171	1
35	172	1
35	173	1
35	174	1
35	175	1
35	176	1
35	177	1
35	178	1
35	179	1
36	180	1
36	181	1
38	185	1
38	186	1
38	187	1
38	188	1
38	189	1
38	190	1
38	191	1
38	192	1
39	193	1
39	194	1
